invoice_id,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,customer_id,product_id,sales_id,average_price_per_unit
239-36-3640,6,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.761904762,13.605,6.1,11,221,221,47.6175
468-01-2051,7,21.728,456.288,3/6/2019,13:46,Ewallet,434.56,4.761904762,21.728,5.4,11,222,222,65.184
389-25-3394,5,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.761904762,2.9525,9.4,5,223,223,12.4005
279-62-1445,1,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.761904762,0.627,8.2,12,224,224,13.167
213-72-6612,2,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.761904762,4.325,6.2,3,225,225,45.4125
746-68-6593,2,8.716,183.036,1/11/2019,14:29,Credit card,174.32,4.761904762,8.716,9.7,12,226,226,91.518
836-82-5858,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.761904762,31.2165,4.0,7,227,227,72.83850000000001
583-72-1480,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7,10,228,228,38.913
466-61-5506,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761904762,27.21,5.3,6,229,229,95.235
721-86-6247,8,25.368,532.728,3/11/2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4,8,230,230,66.591
289-65-5721,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5,9,231,231,85.4385
545-46-3100,3,1.5885,33.3585,3/12/2019,13:52,Credit card,31.77,4.761904762,1.5885,8.7,6,232,232,11.1195
418-02-5978,9,37.8405,794.6505,2/11/2019,10:54,Cash,756.81,4.761904762,37.8405,8.0,9,233,233,88.2945
269-04-5750,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,4.761904762,14.764,6.7,7,234,234,77.511
157-13-5295,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5,4,235,235,54.537
645-78-8093,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1,8,236,236,97.797
211-30-9270,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.761904762,4.3525,4.9,5,237,237,18.2805
755-12-3214,5,11.055,232.155,3/5/2019,17:07,Credit card,221.1,4.761904762,11.055,8.6,12,238,238,46.431
346-84-3103,5,3.305,69.405,3/2/2019,19:26,Cash,66.1,4.761904762,3.305,4.3,6,239,239,13.881
478-06-7835,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,3,240,240,94.1745
540-11-4336,9,11.223,235.683,1/11/2019,16:49,Credit card,224.46,4.761904762,11.223,5.6,3,241,241,26.186999999999998
448-81-5016,2,5.977,125.517,3/11/2019,12:01,Credit card,119.54,4.761904762,5.977,5.8,3,242,242,62.7585
142-72-4741,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6.0,10,243,243,97.86
217-58-1179,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2,4,244,244,65.7825
376-02-8238,8,37.548,788.508,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3,11,245,245,98.5635
530-90-9855,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7,4,246,246,49.9695
866-05-7563,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8,6,247,247,85.47000000000001
604-70-6476,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8,4,248,248,18.837
799-71-1548,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8,4,249,249,81.606
785-13-7708,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2,11,250,250,76.713
845-51-0542,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,7,251,251,48.8775
662-47-5456,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4,10,252,252,36.9495
883-17-4236,2,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2,2,253,253,15.1095
290-68-2984,4,4.75,99.75,3/16/2019,11:22,Cash,95.0,4.761904762,4.75,5.2,3,254,254,24.9375
704-11-6354,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9,4,255,255,61.845
110-48-7033,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9.0,7,256,256,34.251
366-93-0948,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7,4,257,257,69.6675
729-09-9681,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7,4,258,258,27.2055
151-16-1484,4,6.45,135.45,2/13/2019,12:38,Ewallet,129.0,4.761904762,6.45,6.5,4,259,259,33.8625
380-94-4661,4,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9,10,260,260,69.237
850-41-9669,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2,8,261,261,78.813
821-07-3596,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6,2,262,262,17.2725
655-85-5130,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7,6,263,263,40.215
447-15-7839,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2,1,264,264,23.352
154-74-7179,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,11,265,265,57.1725
253-12-6086,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7,1,266,266,103.32000000000001
808-65-0703,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9,5,267,267,37.2435
571-94-0759,10,37.3,783.3,1/8/2019,20:55,Cash,746.0,4.761904762,37.3,9.5,6,268,268,78.33
144-51-6085,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4,4,269,269,74.277
731-14-2199,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7.0,1,270,270,37.317
783-09-1637,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,9,271,271,70.8015
687-15-1097,2,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7,12,272,272,22.176
126-54-1082,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8,1,273,273,22.617
633-91-1052,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1,8,274,274,12.6315
477-24-6490,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9,9,275,275,104.6955
566-19-5475,7,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2,11,276,276,50.3685
526-86-8552,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1,12,277,277,22.911
376-56-3573,4,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4,2,278,278,100.191
537-72-0426,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7,10,279,279,74.5395
828-61-5674,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6,4,280,280,46.221
136-08-6195,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4,8,281,281,73.458
523-38-0215,1,1.85,38.85,3/6/2019,13:29,Credit card,37.0,4.761904762,1.85,7.9,5,282,282,38.85
490-29-1201,1,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5,8,283,283,16.107
667-92-0055,6,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5,4,284,284,104.8215
565-17-3836,4,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1,1,285,285,50.0535
498-41-1961,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761904762,16.67,7.6,11,286,286,70.014
593-95-4461,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9,10,287,287,78.603
226-71-3580,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.761904762,10.6875,9.5,2,288,288,24.9375
283-79-9594,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.761904762,16.9785,5.2,9,289,289,50.9355
430-60-3493,7,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2,1,290,290,99.62400000000001
139-20-0155,10,20.15,423.15,1/24/2019,17:37,Credit card,403.0,4.761904762,20.15,7.0,7,291,291,42.315
558-80-4082,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6.0,5,292,292,29.2425
278-97-7759,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7,1,293,293,65.604
316-68-6352,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1,1,294,294,38.178
585-03-5943,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9,11,295,295,19.0155
211-05-0490,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5,12,296,296,54.516
727-75-6477,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4,5,297,297,30.282
744-02-5987,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8,4,298,298,82.29899999999999
307-83-9164,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5,4,299,299,63.0105
779-06-0012,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7,12,300,300,93.0405
446-47-6729,2,9.982,209.622,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7,5,301,301,104.811
573-10-3877,1,1.9505,40.9605,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7,7,302,302,40.9605
735-06-4124,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4,5,303,303,51.0405
439-54-7422,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7,8,304,304,53.7495
396-90-2219,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6,9,305,305,15.708
411-77-0180,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3,4,306,306,75.80999999999999
286-01-5402,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6,8,307,307,42.241499999999995
803-17-8013,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1,1,308,308,93.2295
512-98-1403,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7,1,309,309,27.804000000000002
848-42-2560,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8,8,310,310,86.0055
532-59-7201,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,4.761904762,23.979,5.5,7,311,311,83.9265
181-94-6432,2,6.933,145.593,2/5/2019,19:05,Ewallet,138.66,4.761904762,6.933,9.7,10,312,312,72.7965
870-76-1733,5,3.5575,74.7075,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4,1,313,313,14.9415
423-64-4619,9,6.9975,146.9475,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5.0,1,314,314,16.3275
227-07-4446,10,39.065,820.365,2/10/2019,20:51,Cash,781.3,4.761904762,39.065,4.4,12,315,315,82.0365
174-36-3675,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,4.761904762,9.937,5.2,10,316,316,104.3385
428-83-5800,3,3.162,66.402,2/9/2019,10:25,Cash,63.24,4.761904762,3.162,7.3,12,317,317,22.134
603-07-0961,5,18.6975,392.6475,1/10/2019,11:34,Cash,373.95,4.761904762,18.6975,4.9,10,318,318,78.5295
704-20-4138,7,10.3845,218.0745,3/11/2019,18:58,Credit card,207.69,4.761904762,10.3845,8.1,12,319,319,31.1535
787-15-1757,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4,10,320,320,46.2735
649-11-3678,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.761904762,10.3185,5.5,2,321,321,24.0765
622-20-1945,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,4.761904762,1.971,8.4,2,322,322,41.391
372-94-8041,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8,3,323,323,16.023
563-91-7120,5,15.4425,324.2925,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7,8,324,324,64.8585
746-54-5508,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4,3,325,325,22.596
276-54-0879,4,19.548,410.508,3/12/2019,19:53,Ewallet,390.96,4.761904762,19.548,6.4,11,326,326,102.627
815-11-1168,5,24.945,523.845,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4,4,327,327,104.769
719-76-3868,4,18.852,395.892,3/12/2019,16:30,Cash,377.04,4.761904762,18.852,8.6,10,328,328,98.973
730-61-8757,4,10.226,214.746,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4.0,7,329,329,53.6865
340-66-0321,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6,4,330,330,38.178
868-81-1752,9,9.909,208.089,2/7/2019,18:48,Cash,198.18,4.761904762,9.909,6.8,11,331,331,23.121
634-97-8956,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1,3,332,332,34.545
566-71-1091,5,19.255,404.355,2/3/2019,15:59,Cash,385.1,4.761904762,19.255,5.5,3,333,333,80.87100000000001
442-48-3607,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9,4,334,334,24.654
835-16-0096,5,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5,10,335,335,15.434999999999999
527-09-6272,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1,1,336,336,29.872500000000002
898-04-2717,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5,3,337,337,80.22
692-27-8933,6,17.385,365.085,2/24/2019,13:02,Cash,347.7,4.761904762,17.385,5.2,9,338,338,60.8475
633-09-3463,3,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5,2,339,339,50.0325
374-17-3652,9,19.269,404.649,2/5/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9,6,340,340,44.961
378-07-7001,3,7.2135,151.4835,2/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8,7,341,341,50.494499999999995
433-75-6987,7,19.5895,411.3795,3/5/2019,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,6,342,342,58.7685
873-95-4984,7,26.915,565.215,2/15/2019,20:21,Cash,538.3,4.761904762,26.915,7.7,6,343,343,80.745
416-13-5917,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,2,344,344,101.8815
150-89-8043,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2,3,345,345,46.8825
135-84-8019,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,8,346,346,81.8265
441-94-7118,1,3.5975,75.5475,2/4/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3,4,347,347,75.5475
725-96-3778,8,35.7,749.7,1/20/2019,10:13,Cash,714.0,4.761904762,35.7,4.7,12,348,348,93.7125
531-80-1784,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1,3,349,349,27.321
400-45-1220,10,6.75,141.75,2/27/2019,11:06,Credit card,135.0,4.761904762,6.75,4.8,9,350,350,14.175
860-79-0874,10,49.65,1042.65,2/15/2019,14:53,Credit card,993.0,4.761904762,49.65,6.6,12,351,351,104.26500000000001
834-61-8124,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5,3,352,352,54.274499999999996
115-99-4379,7,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5,6,353,353,57.466499999999996
565-67-6697,9,12.15,255.15,3/2/2019,14:16,Cash,243.0,4.761904762,12.15,4.8,7,354,354,28.35
320-49-6392,1,1.512,31.752,3/4/2019,15:44,Cash,30.24,4.761904762,1.512,8.4,2,355,355,31.752
889-04-9723,4,17.828,374.388,1/7/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8,6,356,356,93.597
632-90-0281,10,18.775,394.275,3/8/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3,2,357,357,39.427499999999995
554-42-2417,10,47.72,1002.12,1/9/2019,13:45,Cash,954.4,4.761904762,47.72,5.2,2,358,358,100.212
453-63-6187,3,4.125,86.625,3/1/2019,15:40,Ewallet,82.5,4.761904762,4.125,6.5,11,359,359,28.875
578-80-7669,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,4.761904762,3.7485,5.6,11,360,360,78.7185
612-36-5536,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4,4,361,361,85.008
605-72-4132,8,37.788,793.548,2/27/2019,15:12,Cash,755.76,4.761904762,37.788,9.1,2,362,362,99.1935
471-41-2823,2,9.979,209.559,3/7/2019,20:37,Ewallet,199.58,4.761904762,9.979,8.0,5,363,363,104.7795
462-67-9126,6,21.966,461.286,1/21/2019,17:44,Cash,439.32,4.761904762,21.966,7.2,3,364,364,76.881
272-27-9238,4,8.248,173.208,2/19/2019,16:23,Cash,164.96,4.761904762,8.248,7.1,2,365,365,43.302
834-25-9262,4,16.336,343.056,1/6/2019,12:12,Cash,326.72,4.761904762,16.336,9.1,2,366,366,85.764
122-61-9553,9,23.094,484.974,3/14/2019,19:33,Cash,461.88,4.761904762,23.094,5.6,2,367,367,53.885999999999996
468-88-0009,4,13.188,276.948,3/24/2019,10:29,Cash,263.76,4.761904762,13.188,6.0,4,368,368,69.237
613-59-9758,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,4.761904762,7.18,5.4,2,369,369,15.078
254-31-0042,9,9.675,203.175,3/6/2019,12:46,Credit card,193.5,4.761904762,9.675,7.8,4,370,370,22.575000000000003
201-86-2184,7,9.191,193.011,2/2/2019,19:40,Cash,183.82,4.761904762,9.191,9.9,6,371,371,27.573
261-12-8671,2,6.096,128.016,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9,9,372,372,64.008
730-70-9830,6,21.033,441.693,3/14/2019,17:54,Ewallet,420.66,4.761904762,21.033,5.2,2,373,373,73.6155
382-25-8917,6,12.624,265.104,1/29/2019,12:25,Cash,252.48,4.761904762,12.624,8.9,5,374,374,44.184
422-29-8786,5,16.7725,352.2225,1/3/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1,8,375,375,70.4445
667-23-5919,5,24.175,507.675,1/14/2019,12:52,Ewallet,483.5,4.761904762,24.175,7.0,1,376,376,101.535
843-01-4703,9,15.921,334.341,1/5/2019,19:50,Credit card,318.42,4.761904762,15.921,9.6,6,377,377,37.149
743-88-1662,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.761904762,33.4215,8.7,5,378,378,100.2645
595-86-2894,4,19.396,407.316,2/6/2019,17:20,Ewallet,387.92,4.761904762,19.396,9.4,10,379,379,101.829
182-69-8360,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,4.761904762,4.73,4.0,9,380,380,24.8325
289-15-7034,4,16.466,345.786,1/11/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5,4,381,381,86.4465
462-78-5240,2,2.661,55.881,3/19/2019,14:35,Cash,53.22,4.761904762,2.661,4.2,2,382,382,27.9405
868-52-7573,5,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.761904762,24.9225,9.9,9,383,383,104.6745
153-58-4872,4,14.978,314.538,3/1/2019,15:32,Ewallet,299.56,4.761904762,14.978,4.2,12,384,384,78.6345
662-72-2873,5,10.235,214.935,1/6/2019,13:58,Ewallet,204.7,4.761904762,10.235,9.9,8,385,385,42.987
525-88-7307,1,3.791,79.611,1/31/2019,13:19,Cash,75.82,4.761904762,3.791,5.8,7,386,386,79.611
689-16-9784,6,14.031,294.651,3/11/2019,13:37,Cash,280.62,4.761904762,14.031,6.0,5,387,387,49.1085
725-56-0833,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10.0,8,388,388,33.936
394-41-0748,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.761904762,24.3315,9.5,12,389,389,56.7735
596-42-3999,7,6.377,133.917,3/10/2019,14:04,Credit card,127.54,4.761904762,6.377,6.6,11,390,390,19.131
541-89-9860,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,4.761904762,12.072,8.1,12,391,391,84.504
173-82-9529,10,18.975,398.475,1/26/2019,14:51,Cash,379.5,4.761904762,18.975,9.7,9,392,392,39.847500000000004
563-36-9814,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2,4,393,393,80.661
308-47-4913,10,26.13,548.73,3/9/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2,1,394,394,54.873000000000005
885-17-6250,1,3.987,83.727,3/6/2019,10:36,Ewallet,79.74,4.761904762,3.987,7.3,8,395,395,83.727
726-27-2396,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3,8,396,396,81.375
316-01-3952,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,8,397,397,56.98350000000001
760-54-1821,9,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,4.761904762,6.1155,5.8,11,398,398,14.2695
793-10-3222,6,12.318,258.678,3/5/2019,13:30,Credit card,246.36,4.761904762,12.318,8.3,6,399,399,43.113
346-12-3257,9,8.658,181.818,3/4/2019,16:28,Cash,173.16,4.761904762,8.658,8.0,7,400,400,20.202
110-05-6330,6,11.829,248.409,3/25/2019,20:18,Credit card,236.58,4.761904762,11.829,9.4,2,401,401,41.4015
651-61-0874,4,9.244,194.124,3/12/2019,20:04,Credit card,184.88,4.761904762,9.244,6.2,5,402,402,48.531
236-86-3015,1,0.699,14.679,2/4/2019,13:38,Ewallet,13.98,4.761904762,0.699,9.8,10,403,403,14.679
831-64-0259,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,9,404,404,41.7375
587-03-7455,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.761904762,34.2265,4.9,12,405,405,102.67949999999999
882-40-4577,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8.0,4,406,406,70.623
732-67-5346,5,3.4475,72.3975,1/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8,3,407,407,14.479499999999998
725-32-9708,4,13.742,288.582,1/4/2019,19:01,Cash,274.84,4.761904762,13.742,4.1,6,408,408,72.1455
256-08-8343,4,11.306,237.426,3/4/2019,19:48,Ewallet,226.12,4.761904762,11.306,5.5,8,409,409,59.3565
372-26-1506,5,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,4.761904762,5.955,5.4,2,410,410,25.011000000000003
244-08-0162,10,17.105,359.205,1/2/2019,13:00,Cash,342.1,4.761904762,17.105,5.1,9,411,411,35.9205
569-71-4390,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9,11,412,412,22.9635
132-23-6451,5,5.2425,110.0925,1/4/2019,13:21,Cash,104.85,4.761904762,5.2425,7.8,4,413,413,22.0185
696-90-2548,3,3.876,81.396,3/10/2019,18:55,Ewallet,77.52,4.761904762,3.876,6.6,3,414,414,27.132
472-15-9636,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,4.761904762,20.372,9.2,3,415,415,53.4765
268-03-6164,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,11,416,416,100.9155
750-57-9686,4,9.076,190.596,1/8/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7,2,417,417,47.649
186-09-3669,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9.2,12,418,418,85.5855
848-07-1692,2,5.722,120.162,1/12/2019,17:13,Ewallet,114.44,4.761904762,5.722,8.3,9,419,419,60.081
745-71-3520,7,8.827,185.367,2/4/2019,10:23,Cash,176.54,4.761904762,8.827,8.2,1,420,420,26.480999999999998
266-76-6436,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5,12,421,421,40.53
740-22-2500,3,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,4.761904762,12.6075,9.8,2,422,422,88.2525
271-88-8734,10,48.605,1020.705,2/8/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7,12,423,423,102.07050000000001
301-81-8610,8,10.168,213.528,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7,7,424,424,26.691
489-64-4354,1,0.814,17.094,3/9/2019,15:36,Cash,16.28,4.761904762,0.814,5.0,5,425,425,17.094
198-84-7132,9,18.2745,383.7645,1/2/2019,13:40,Cash,365.49,4.761904762,18.2745,7.0,7,426,426,42.6405
269-10-8440,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9,4,427,427,55.828500000000005
650-98-6268,3,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8.0,6,428,428,21.9135
741-73-3559,5,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9,11,429,429,70.6335
325-77-6186,10,45.325,951.825,3/8/2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3,1,430,430,95.1825
286-75-7818,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9,11,431,431,72.534
574-57-9721,2,4.327,90.867,3/8/2019,16:53,Ewallet,86.54,4.761904762,4.327,5.7,5,432,432,45.4335
459-50-7686,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4,8,433,433,24.633
616-87-0016,7,33.439,702.219,3/9/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6,11,434,434,100.31700000000001
837-55-7229,1,2.372,49.812,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8,9,435,435,49.812
751-69-0068,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9.0,5,436,436,104.202
257-73-1380,4,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6,10,437,437,87.0765
345-08-4992,6,10.197,214.137,3/8/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7,3,438,438,35.6895
549-96-4200,4,3.408,71.568,3/8/2019,20:15,Ewallet,68.16,4.761904762,3.408,7.0,10,439,439,17.892
810-60-6344,8,16.344,343.224,2/7/2019,14:38,Credit card,326.88,4.761904762,16.344,6.5,2,440,440,42.903
450-28-2866,5,4.36,91.56,1/15/2019,19:25,Cash,87.2,4.761904762,4.36,8.1,10,441,441,18.312
394-30-3170,8,35.372,742.812,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3,6,442,442,92.8515
